Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2006-05-22 00:00:00-04:00,30.991943032555902,31.64538799484863,30.440332681827364,31.59446907043457,197100,0.0,0.0,0.0
2006-05-23 00:00:00-04:00,32.03574741236697,33.28323318196476,32.03574741236697,32.213958740234375,620900,0.0,0.0,0.0
2006-05-24 00:00:00-04:00,31.509613583575426,31.88300939036439,30.440338623031586,30.9919490814209,638600,0.0,0.0,0.0
2006-05-25 00:00:00-04:00,31.552037160005437,32.519474029541016,31.382310655096923,32.519474029541016,367000,0.0,0.0,0.0
2006-05-26 00:00:00-04:00,32.875906125637265,32.875906125637265,32.05273452801405,32.714664459228516,269400,0.0,0.0,0.0
2006-05-30 00:00:00-04:00,33.520871851750286,33.70757141444441,32.34127713239797,32.39219284057617,559100,0.0,0.0,0.0
2006-05-31 00:00:00-04:00,33.01168760325472,33.2068719924416,32.34975441681171,32.96925354003906,350700,0.0,0.0,0.0
2006-06-01 00:00:00-04:00,31.569013661580584,32.74012311531284,31.54355257877793,32.697689056396484,641300,0.0,0.0,0.0
2006-06-02 00:00:00-04:00,33.35962075929068,33.4275094235987,32.92681797992888,33.20686721801758,277300,0.0,0.0,0.0
2006-06-05 00:00:00-04:00,34.17431257996578,34.17431257996578,32.33278476161061,32.358245849609375,436000,0.0,0.0,0.0
2006-06-06 00:00:00-04:00,32.27337246408052,32.27337246408052,31.16167011087014,31.40777015686035,663600,0.0,0.0,0.0
2006-06-07 00:00:00-04:00,30.813736616472024,31.866035325755142,30.397906759935267,30.66946792602539,484100,0.0,0.0,0.0
2006-06-08 00:00:00-04:00,29.931161880493164,30.024511640420965,28.530921956105207,29.931161880493164,812800,0.0,0.0,0.0
2006-06-09 00:00:00-04:00,30.338493118425305,30.711888791391097,29.58321366784483,29.761425018310547,542200,0.0,0.0,0.0
2006-06-12 00:00:00-04:00,30.10936699737877,30.23666268653114,28.649723574090675,28.666696548461914,584700,0.0,0.0,0.0
2006-06-13 00:00:00-04:00,27.71623737189699,28.132067221758117,27.00338851303821,27.325868606567383,1580900,0.0,0.0,0.0
2006-06-14 00:00:00-04:00,27.87747031834077,28.429080640601224,27.368294049534015,28.030223846435547,646800,0.0,0.0,0.0
2006-06-15 00:00:00-04:00,29.192856041294526,29.744463272922744,28.85340294701206,29.651113510131836,882200,0.0,0.0,0.0
2006-06-16 00:00:00-04:00,29.702030981477364,29.702030981477364,29.107989714394922,29.337120056152344,602300,0.0,0.0,0.0
2006-06-19 00:00:00-04:00,28.997666971725685,29.252258398460985,28.488490592784014,28.513948440551758,366100,0.0,0.0,0.0
2006-06-20 00:00:00-04:00,28.777022543741285,29.47289838597071,28.513946266892905,29.14193344116211,388500,0.0,0.0,0.0
2006-06-21 00:00:00-04:00,29.362571908772075,30.58460014863524,29.362571908772075,30.431846618652344,551000,0.0,0.0,0.0
