Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2005-01-03 00:00:00-05:00,34.19867939312274,34.369289568830226,33.58448406222315,33.69538116455078,100970900,0.0,0.0,0.0
2005-01-04 00:00:00-05:00,33.84040012132957,33.90011645310291,32.88498762473631,33.0811882019043,136623200,0.0,0.0,0.0
2005-01-05 00:00:00-05:00,32.995875707596234,33.23472795286683,32.81673652364329,32.87644958496094,127925500,0.0,0.0,0.0
2005-01-06 00:00:00-05:00,32.9532454560368,33.02148760452584,32.70586075275922,32.71438980102539,102934600,0.0,0.0,0.0
2005-01-07 00:00:00-05:00,32.89351536072183,33.15795802390215,32.594946759748986,32.88498306274414,123104000,0.0,0.0,0.0
2005-01-10 00:00:00-05:00,32.79116073801606,33.15797160243211,32.74850899301596,32.86793518066406,88764200,0.0,0.0,0.0
2005-01-11 00:00:00-05:00,32.73142805097518,32.84232512488747,32.475514480046336,32.63759231567383,106398800,0.0,0.0,0.0
2005-01-12 00:00:00-05:00,32.782609833498604,32.92762632063594,32.424328255312,32.91056823730469,127754900,0.0,0.0,0.0
2005-01-13 00:00:00-05:00,32.91057717544963,33.140897158265105,32.42433706139956,32.475521087646484,101982400,0.0,0.0,0.0
2005-01-14 00:00:00-05:00,32.58641512725714,32.85939006673029,32.577882829957254,32.782615661621094,93460900,0.0,0.0,0.0
2005-01-18 00:00:00-05:00,32.65467089866812,33.0897271276989,32.6034901099252,33.03001403808594,91760400,0.0,0.0,0.0
2005-01-19 00:00:00-05:00,33.038518040463366,33.05557937515101,32.46697797195298,32.484039306640625,104981000,0.0,0.0,0.0
2005-01-20 00:00:00-05:00,32.11725271155375,32.25374023678301,31.835745360326325,31.86133575439453,120963900,0.0,0.0,0.0
2005-01-21 00:00:00-05:00,31.97222224162639,32.03193531065255,31.554230758443282,31.605411529541016,138569200,0.0,0.0,0.0
2005-01-24 00:00:00-05:00,31.665134981045117,31.733380370376242,31.10212353554041,31.161836624145508,137499000,0.0,0.0,0.0
2005-01-25 00:00:00-05:00,31.366554577277753,31.639529496164293,31.27271883876343,31.315370559692383,119171300,0.0,0.0,0.0
2005-01-26 00:00:00-05:00,31.52864417082716,31.8101514913026,31.409218006062645,31.690725326538086,107465800,0.0,0.0,0.0
2005-01-27 00:00:00-05:00,31.63954033625301,31.793089187499096,31.451868794925833,31.648069381713867,103654700,0.0,0.0,0.0
2005-01-28 00:00:00-05:00,31.75043518323214,31.793086915726413,31.23860463094506,31.494518280029297,111648600,0.0,0.0,0.0
2005-01-31 00:00:00-05:00,31.86987281398367,32.014889407516485,31.7845660641528,31.903995513916016,89139900,0.0,0.0,0.0
2005-02-01 00:00:00-05:00,31.980776326753766,32.11726389952815,31.878408206582666,32.00636672973633,76610300,0.0,0.0,0.0
2005-02-02 00:00:00-05:00,32.10870257978244,32.18547697347104,31.827198639002553,32.05752182006836,100160500,0.0,0.0,0.0
2005-02-03 00:00:00-05:00,31.886925919239637,31.912516310512338,31.562766861936716,31.690725326538086,90157900,0.0,0.0,0.0
2005-02-04 00:00:00-05:00,31.69072168928938,32.26226205624168,31.69072168928938,32.20254898071289,99302000,0.0,0.0,0.0
2005-02-07 00:00:00-05:00,32.24518584302102,32.339021562471366,32.006333651050745,32.1342887878418,71551400,0.0,0.0,0.0
2005-02-08 00:00:00-05:00,32.125781557772996,32.424347000436974,32.09165886314875,32.194026947021484,72821700,0.0,0.0,0.0
2005-02-09 00:00:00-05:00,32.21961813285557,32.24520852739311,31.613954931925328,31.656606674194336,93276600,0.0,0.0,0.0
2005-02-10 00:00:00-05:00,31.784557845910967,31.835741882575302,31.46040204272698,31.690725326538086,110373000,0.0,0.0,0.0
2005-02-11 00:00:00-05:00,31.588338248980925,32.28783672529873,31.503034826646353,32.159881591796875,108684100,0.0,0.0,0.0
2005-02-14 00:00:00-05:00,32.15989223565359,32.364621818662044,32.151359938126035,32.304908752441406,54908900,0.0,0.0,0.0
2005-02-15 00:00:00-05:00,32.33051633883057,32.82528242298307,32.26227094564018,32.518184661865234,131406500,0.0,0.0,0.0
