Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03 00:00:00-05:00,7.9233548339015245,7.981319350070863,7.646906521013795,7.816342830657959,425100,0.0,0.0
2005-01-04 00:00:00-05:00,7.802967558059529,7.909979582515343,7.669202740103755,7.847556114196777,195700,0.0,0.0
2005-01-05 00:00:00-05:00,7.843095154511508,7.887683699170453,7.695953552456017,7.767294883728027,551200,0.0,0.0
2005-01-06 00:00:00-05:00,7.7539179159216145,7.7539179159216145,7.602317377273141,7.691494464874268,193900,0.0,0.0
2005-01-07 00:00:00-05:00,7.700413638957318,7.700413638957318,7.53989519445792,7.615695476531982,466700,0.0,0.0
2005-01-10 00:00:00-05:00,7.615697689370427,7.909981022823195,7.580027008056641,7.802968978881836,260200,0.0,0.0
2005-01-11 00:00:00-05:00,7.798509831295039,8.02591073758124,7.771757033630811,7.95011043548584,253300,0.0,0.0
2005-01-12 00:00:00-05:00,7.950109161145653,7.950109161145653,7.798508581255237,7.852015018463135,128800,0.0,0.0
2005-01-13 00:00:00-05:00,7.825263276418457,7.950111093274888,7.713792284728985,7.807428359985352,265000,0.0,0.0
2005-01-14 00:00:00-05:00,7.802965039223894,7.9322717252354815,7.767294375919955,7.901059150695801,165300,0.0,0.0
2005-01-18 00:00:00-05:00,7.646905382268986,8.155213385050597,7.646905382268986,8.008070945739746,320000,0.0,0.0
2005-01-19 00:00:00-05:00,7.981318686012598,7.981318686012598,7.780671515546,7.825259208679199,136300,0.0,0.0
2005-01-20 00:00:00-05:00,7.829720115640471,7.83863799669041,7.646907806396484,7.646907806396484,166500,0.0,0.0
2005-01-21 00:00:00-05:00,7.6558255787339045,7.79850827168303,7.584484232259342,7.660284519195557,481100,0.0,0.0
2005-01-24 00:00:00-05:00,7.588944142106793,7.669203379756699,7.530978759156952,7.566649436950684,162700,0.0,0.0
2005-01-25 00:00:00-05:00,7.562191627008585,7.624615960326555,7.490850260750479,7.557733535766602,491700,0.0,0.0
2005-01-26 00:00:00-05:00,7.544354048695395,7.6692018208234325,7.535436168445705,7.580024719238281,252100,0.0,0.0
2005-01-27 00:00:00-05:00,7.602320958556265,7.602320958556265,7.464097173070552,7.49084997177124,159600,0.0,0.0
2005-01-28 00:00:00-05:00,7.535437781105527,7.557732486501042,7.316954770965792,7.388296127319336,232200,0.0,0.0
2005-01-31 00:00:00-05:00,7.441803492718511,7.566650456592264,7.3793791603254775,7.437344551086426,236800,0.0,0.0
2005-02-01 00:00:00-05:00,7.406131294917114,7.504225439385691,7.357083797454834,7.357083797454834,207900,0.0,0.0
2005-02-02 00:00:00-05:00,7.392752597151956,7.55772996010599,7.357081930899161,7.446259021759033,421500,0.0,0.0
2005-02-03 00:00:00-05:00,7.477471209538331,7.504223998263757,7.379376233452071,7.401670932769775,193700,0.0,0.0
2005-02-04 00:00:00-05:00,7.428424121696389,7.642448143941829,7.401671331529674,7.584483623504639,286700,0.0,0.0
2005-02-07 00:00:00-05:00,7.580025025455855,7.646907429118697,7.468554069199151,7.508683681488037,185100,0.0,0.0
2005-02-08 00:00:00-05:00,7.481929688011829,7.508682475087483,7.4105883555062375,7.446259021759033,114400,0.0,0.0
2005-02-09 00:00:00-05:00,7.495305656321773,7.535435262163139,7.401670476329097,7.446259021759033,367900,0.0,0.0
2005-02-10 00:00:00-05:00,7.490849575739206,7.709333446688282,7.468555719743305,7.571108818054199,392900,0.0,0.0
2005-02-11 00:00:00-05:00,7.535437547248974,7.606778901388494,7.4685551340501775,7.539896488189697,161900,0.0,0.0
2005-02-14 00:00:00-05:00,7.566648020754773,7.758378196932318,7.526518409440595,7.611236572265625,260400,0.0,0.0
2005-02-15 00:00:00-05:00,7.580021313667845,7.678115400974865,7.4908442521483805,7.588939189910889,217800,0.0,0.0
2005-02-16 00:00:00-05:00,7.606776316698771,7.713788311546681,7.557729683928314,7.691494464874268,359800,0.0,0.0
